CompanyName,Year,Climate Change,Sustainability,Carbon Neutral,Net Zero Commitment,Operational Waste,Waste Management,Waste Water Stewardship,Carbon Emissions,Carbon Footprint,Energy Efficiency,Data Center Efficiency,Environmental Management,Environment health safety,Social Environmental Justice,Internet Access,Philanthropy,Donation,Work Engagement,Employee Engagement,Accessibility,Employee Relations,Talent Development,Community Engagement,Public Policy Advocacy,Diversity,Equity,Inclusion,Data Privacy,Data Security,Human Rights,False Information,Workforce Development,Education,Wellness,Wellbeing,Mental Health,Healthcare Support,Disaster Relief,Innovation,Entrepreneurship,Supplier Engagement,Responsible Sourcing,Tax Practices,Stakeholder Engagement,Transparent Report,Competitive Behavior,Small Business Support,Responsible Design,Artificial Intelligence Research,Artificial Intelligence Ethics,Artificial Intelligence,Machine Learning,Content Governance,Trust Integrity,Governance Ethics,Corporate Governance
CNU,2021,0.0639910543914656,0.18578845594356191,0.008532140585528748,0.0,0.0,0.0,0.0,0.03839463263487936,0.0,0.004266070292764374,0.0,0.0,0.005434301093423932,0.0,0.0,0.0,0.0,0.0,0.02559642175658624,0.0,0.0,0.0,0.004266070292764374,0.0,0.006967067097883572,0.01625648989506167,0.03483533548941786,0.0,0.0,0.004266070292764374,0.0,0.0,0.0,0.004644711398589048,0.05573653678306858,0.021330351463821867,0.0,0.0,0.004644711398589048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021330351463821867,0.0,0.0,0.0,0.0,0.004266070292764374
CRZ,2021,0.03649272706073496,0.17733834891411135,0.0033175206418849966,0.0,0.0,0.0,0.0,0.00995256192565499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00995256192565499,0.00172173154285545,0.0,0.0,0.0,0.0,0.0137738523428436,0.01205212079998815,0.01549558388569905,0.00995256192565499,0.013270082567539986,0.006635041283769993,0.0,0.0,0.0,0.0,0.0137738523428436,0.006635041283769993,0.0,0.0,0.053373677828518956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04976280962827495,0.0033175206418849966,0.0,0.0,0.0,0.02985768577696497
DTL,2021,0.0,0.12968447804711825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014409386449679805,0.0,0.04322815934903941,0.0,0.0,0.01600051202457731,0.0,0.0,0.0,0.0,0.021614079674519705,0.06400204809830924,0.0,0.0,0.007204693224839903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04800153607373193,0.0,0.0,0.0,0.0,0.01600051202457731
IRE,2021,0.03865952497907924,0.0966292734410596,0.0,0.0,0.0,0.004832440622384905,0.0,0.0,0.00966488124476981,0.0,0.0,0.03865952497907924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006301909137460408,0.0,0.0,0.0,0.0,0.014704454654074287,0.018905727412381227,0.04621400034137633,0.0,0.0,0.04349196560146415,0.0,0.0,0.0,0.0,0.006301909137460408,0.004832440622384905,0.0,0.0,0.014704454654074287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00966488124476981,0.004832440622384905,0.0,0.0,0.004832440622384905,0.02899464373430943
NXT,2021,0.10927470577128358,0.10584859322830684,0.047186804764872456,0.0,0.0,0.019868128322051558,0.0,0.01490109624153867,0.017384612281795116,0.05960438496615468,0.0,0.009934064161025779,0.0,0.0,0.0,0.0,0.0,0.0,0.009934064161025779,0.0,0.0,0.0,0.0,0.0,0.030940358020581996,0.0,0.026055038333121682,0.0,0.0,0.019868128322051558,0.0,0.0,0.0,0.0016284398958201051,0.00977063937492063,0.05712086892589823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024835160402564447,0.0,0.0,0.0,0.0,0.0,0.0,0.02483516040256445,0.009934064161025779,0.0,0.0,0.0,0.01490109624153867
SEK,2021,0.1404696022584028,0.07126174085484313,0.010033543018457342,0.0,0.0,0.0,0.0,0.020067086036914684,0.005016771509228671,0.005016771509228671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015050314527686015,0.002908642483871148,0.0,0.0,0.0,0.0,0.010180248693549018,0.005817284967742296,0.011634569935484592,0.0,0.0,0.020067086036914684,0.0,0.0,0.0,0.0,0.02181481862903361,0.015050314527686015,0.0,0.0,0.0072716062096778705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022869467687317412,0.1053522016938021,0.005016771509228671,0.0,0.0,0.0,0.04013417207382937
SGT,2021,0.21492486751549994,0.1672532829379636,0.010114111412494116,0.0,0.0,0.025285278531235286,0.0,0.035399389943729404,0.02022822282498823,0.010114111412494116,0.0,0.002528527853123529,0.0,0.0,0.0,0.0021038148797228122,0.0,0.0,0.007585583559370586,0.005259537199307031,0.0,0.010114111412494116,0.0,0.0,0.013674796718198282,0.009467166958752656,0.04207629759445625,0.025285278531235286,0.002528527853123529,0.06827025203433527,0.0,0.0,0.0021038148797228122,0.010519074398614062,0.017882426477643907,0.005057055706247058,0.0,0.0,0.032609130635703594,0.0,0.002528527853123529,0.0,0.0,0.0,0.0,0.002528527853123529,0.0,0.0,0.0,0.0,0.14159755977491761,0.005057055706247058,0.0,0.0,0.0,0.012642639265617643
TPM,2021,0.04877811910137171,0.15666314736532597,0.013936605457534775,0.0,0.0,0.006968302728767388,0.0,0.006968302728767388,0.003484151364383694,0.01742075682191847,0.0,0.006968302728767388,0.0,0.0,0.0,0.0,0.0016845499716701717,0.0,0.01742075682191847,0.008422749858350858,0.0,0.0,0.003484151364383694,0.0,0.0033690999433403433,0.016845499716701715,0.04379829926342446,0.0,0.003484151364383694,0.04180981637260433,0.0,0.0,0.0,0.0,0.07412019875348755,0.03484151364383694,0.0,0.0,0.011791849801691201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024389059550685856,0.003484151364383694,0.0,0.0,0.0,0.013936605457534775
TYR,2021,0.01497344567999837,0.15941245203525073,0.0,0.0,0.0,0.0,0.0,0.004991148559999457,0.0349380399199962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04492033703999511,0.0,0.0,0.0,0.0,0.0,0.006930976175445683,0.009241301567260912,0.011551626959076139,0.004991148559999457,0.004991148559999457,0.0,0.0,0.0,0.0,0.004620650783630456,0.013861952350891367,0.009982297119998915,0.0,0.0,0.027723904701782733,0.0,0.004991148559999457,0.0,0.0,0.004991148559999457,0.0,0.0,0.0,0.0,0.0,0.0,0.32941580495996414,0.0,0.0,0.0,0.054902634159994024,0.024955742799997283
Huawei,2021,0.03888446363268384,0.19797938899424147,0.0,0.0,0.0,0.0,0.0,0.13026295316949085,0.005832669544902576,0.023330678179610303,0.0,0.007776892726536768,0.07463491691679587,0.0,0.003888446363268384,0.0,0.0,0.0,0.0,0.014141384928160104,0.001944223181634192,0.0,0.001944223181634192,0.0,0.0023568974880266843,0.004713794976053369,0.022783342384257946,0.0,0.0,0.0486055795408548,0.0,0.0,0.0,0.0,0.003928162480044474,0.0,0.0,0.001944223181634192,0.02828276985632021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10887649817151475,0.0,0.0,0.0,0.0,0.001944223181634192
ADVA,2021,0.08491873516564583,0.25446220549487103,0.0,0.0,0.0,0.0,0.0,0.02764796028648934,0.0,0.03554737751120058,0.0,0.021723397367955907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00197485430617781,0.0,0.001920469475432989,0.0,0.0028807042131494833,0.0,0.0,0.02962281459266715,0.0,0.0,0.0,0.0,0.001920469475432989,0.0,0.0,0.0,0.007681877901731956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394970861235562
BangOlufsen,2021,0.0,0.05409578022790031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005514519543875155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05514519543875155,0.0,0.0,0.0,0.005514519543875155,0.0,0.018031926742633438,0.00601064224754448,0.018031926742633438,0.0,0.0,0.03860163680712608,0.0,0.0,0.0,0.0,0.009015963371316719,0.01102903908775031,0.0,0.0,0.027047890113950156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18749366449175525,0.0,0.0,0.0,0.0,0.0
Bechtle,2021,0.015895137883694843,0.27285946021358676,0.009537082730216907,0.0,0.0,0.0031790275767389687,0.0,0.009537082730216907,0.0031790275767389687,0.012716110306955875,0.0,0.015895137883694843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020344784314170944,0.0023935040369612876,0.0011967520184806438,0.0,0.0031790275767389687,0.04768541365108453,0.0,0.0,0.0,0.0,0.0035902560554419314,0.0,0.0,0.0,0.008377264129364506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09854985487890804,0.0,0.0,0.0,0.0,0.0
EskerSa,2021,0.0032055563261753467,0.003260363061858902,0.0,0.0,0.0,0.03526111958792882,0.0,0.012822225304701387,0.06411112652350694,0.03205556326175347,0.0,0.0064111126523506935,0.0,0.0,0.0,0.0,0.0,0.0,0.0032055563261753467,0.0010867876872863007,0.0,0.0,0.02885000693557812,0.0,0.007607513811004105,0.0010867876872863007,0.01630181530929451,0.0,0.0,0.03205556326175347,0.0,0.0,0.0010867876872863007,0.0,0.007607513811004105,0.0032055563261753467,0.0,0.0,0.01847539068386711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08334446448055902,0.0,0.0,0.0,0.0,0.03205556326175347
Genesys,2021,0.03589817898976144,0.20931669866077177,0.00673090856058027,0.0,0.0,0.0,0.0,0.00673090856058027,0.00897454474744036,0.00224363618686009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04262908755034171,0.0,0.0,0.0,0.00897454474744036,0.0,0.027105759538804976,0.1551051795831618,0.1716698104124315,0.00448727237372018,0.00224363618686009,0.0,0.0,0.0,0.0,0.0015058755299336099,0.022588132949004146,0.00897454474744036,0.0,0.0,0.006023502119734439,0.0,0.0,0.0,0.0,0.0,0.0,0.00224363618686009,0.0,0.0,0.0,0.007349983480930689,0.06506544941894261,0.00224363618686009,0.0,0.0,0.0,0.00673090856058027
GK,2021,0.012507086099109891,0.035236175406041036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025014172198219782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005420950062467851,0.0,0.0,0.050028344396439564,0.0,0.0,0.0,0.0,0.010841900124935702,0.0,0.0,0.0,0.016262850187403553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062535430495549455,0.0,0.0,0.0,0.0,0.0
Kitron,2021,0.01847934845183501,0.09649547361798784,0.0,0.0,0.0,0.0,0.0,0.009239674225917505,0.0,0.0,0.0,0.013859511338876257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00904645065168636,0.0,0.0,0.0,0.0,0.060057882468463775,0.0,0.0,0.0,0.0,0.00301548355056212,0.0,0.0,0.0,0.00603096710112424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11087609071101005,0.0,0.0,0.0,0.0,0.02309918556479376
Nuvei,2021,0.030263039483491294,0.009420696326357052,0.0,0.0,0.0,0.0,0.0,0.006052607896698259,0.0,0.006052607896698259,0.0,0.0,0.0,0.0,0.0,0.003140232108785684,0.0,0.0,0.006052607896698259,0.003140232108785684,0.0,0.0,0.0,0.0,0.02826208897907116,0.031402321087856844,0.02198162476149979,0.024210431586793035,0.006052607896698259,0.0,0.0,0.0,0.0,0.009420696326357052,0.006280464217571368,0.012105215793396518,0.0,0.0,0.015701160543928422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024210431586793035,0.018157823690094776,0.0,0.0,0.006052607896698259,0.06052607896698259
Servicenow,2021,0.014323950339652131,0.044894552920072814,0.010742962754739098,0.0,0.003580987584913033,0.003580987584913033,0.0,0.007161975169826066,0.003580987584913033,0.003580987584913033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017904937924565163,0.0,0.0,0.0,0.028647900679304263,0.0,0.023516194386704808,0.023516194386704808,0.04275671706673601,0.003580987584913033,0.010742962754739098,0.003580987584913033,0.0,0.0,0.0,0.010689179266684003,0.0,0.003580987584913033,0.0,0.0,0.008551343413347203,0.0021378358533368008,0.0,0.0,0.0,0.0,0.0,0.003580987584913033,0.0,0.0,0.0,0.0,0.0322288882642173,0.007161975169826066,0.0,0.0,0.010742962754739098,0.017904937924565163
