CompanyName,Year,Climate Change,Sustainability,Carbon Neutral,Net Zero Commitment,Operational Waste,Waste Management,Waste Water Stewardship,Carbon Emissions,Carbon Footprint,Energy Efficiency,Data Center Efficiency,Environmental Management,Environment health safety,Social Environmental Justice,Internet Access,Philanthropy,Donation,Work Engagement,Employee Engagement,Accessibility,Employee Relations,Talent Development,Community Engagement,Public Policy Advocacy,Diversity,Equity,Inclusion,Data Privacy,Data Security,Human Rights,False Information,Workforce Development,Education,Wellness,Wellbeing,Mental Health,Healthcare Support,Disaster Relief,Innovation,Entrepreneurship,Supplier Engagement,Responsible Sourcing,Tax Practices,Stakeholder Engagement,Transparent Report,Competitive Behavior,Small Business Support,Responsible Design,Artificial Intelligence Research,Artificial Intelligence Ethics,Artificial Intelligence,Machine Learning,Content Governance,Trust Integrity,Governance Ethics,Corporate Governance
IRE,2019,0.012222190157876522,0.01959055086651667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006111095078938261,0.0,0.009795275433258335,0.0024488188583145836,0.004897637716629167,0.0,0.0,0.006111095078938261,0.0,0.0,0.0,0.0,0.009795275433258335,0.0,0.0,0.0,0.004897637716629167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006111095078938261,0.006111095078938261,0.0,0.0,0.0,0.06111095078938261
ISD,2019,0.009832314102932033,0.07781217644183747,0.0,0.0,0.0,0.009832314102932033,0.0,0.0,0.0,0.009832314102932033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019664628205864065,0.0,0.0,0.0,0.04916157051466016,0.0,0.010374956858911662,0.0,0.010374956858911662,0.0,0.0,0.06882619872052423,0.0,0.0,0.0,0.005187478429455831,0.010374956858911662,0.019664628205864065,0.0,0.0,0.020749913717823323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009832314102932033,0.0,0.0,0.0,0.0,0.04916157051466016
NXT,2019,0.024476750564797606,0.08936699868386529,0.03263566741973014,0.0,0.0,0.020397292137331338,0.0,0.040794584274662676,0.0,0.09382754383172415,0.0,0.01631783370986507,0.0,0.0,0.0,0.00279271870887079,0.0,0.0,0.01631783370986507,0.0,0.0,0.0,0.0,0.0,0.033512624506449484,0.0,0.016756312253224742,0.0,0.0,0.0040794584274662675,0.0,0.0,0.0,0.00558543741774158,0.0,0.008158916854932535,0.0,0.0,0.00279271870887079,0.0,0.0,0.0,0.0,0.0040794584274662675,0.0,0.0,0.0,0.0,0.0,0.0,0.024476750564797606,0.01631783370986507,0.0,0.0,0.0,0.020397292137331338
SGT,2019,0.1696867744460547,0.10968456774601773,0.014140564537171225,0.0,0.0,0.018854086049561635,0.0,0.051848736636294496,0.042421693611513676,0.0,0.0,0.0,0.0,0.0,0.0,0.00769716264884335,0.0,0.0,0.0,0.0,0.0,0.0,0.004713521512390409,0.0,0.021167197284319213,0.0,0.02886435993316256,0.014140564537171225,0.0,0.02828112907434245,0.0,0.0,0.005772871986632512,0.009621453311054188,0.026940069270951723,0.0,0.0,0.0,0.048107266555270936,0.0,0.014140564537171225,0.0,0.0,0.004713521512390409,0.0,0.0,0.0,0.0,0.0,0.0,0.03299465058673286,0.014140564537171225,0.0,0.0,0.0,0.014140564537171225
Acer,2019,0.05601994064771731,0.04460217985978185,0.0,0.0,0.001018544375413042,0.006111266252478252,0.0,0.012222532504956503,0.004074177501652168,0.0,0.0,0.02648215376073909,0.004126406925523646,0.0,0.0,0.02437026322235503,0.0009196325744284917,0.0,0.01018544375413042,0.00045981628721424587,0.0,0.0,0.007129810627891294,0.0,0.005057979159356704,0.0013794488616427375,0.02437026322235503,0.0,0.0,0.09981734879047811,0.0,0.0,0.0,0.0009196325744284917,0.0018392651488569835,0.001018544375413042,0.0,0.0,0.07449023852870783,0.00045981628721424587,0.001018544375413042,0.007129810627891294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07231665065432598,0.0,0.0,0.0,0.003055633126239126,0.22713539571710836
Huawei,2019,0.030190400709193897,0.1281601079045484,0.0,0.0,0.0,0.0,0.0,0.07410371083165775,0.027445818826539906,0.027445818826539906,0.0,0.0,0.09109466888263094,0.0,0.0027445818826539905,0.0,0.0010012508430042844,0.0,0.0,0.0,0.005489163765307981,0.0027445818826539905,0.0027445818826539905,0.0,0.003003752529012853,0.008010006744034275,0.038047532034162806,0.0,0.0,0.021956655061231924,0.0027445818826539905,0.0,0.0,0.0010012508430042844,0.008010006744034275,0.0,0.0,0.005489163765307981,0.031038776133132814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1756532404898554,0.005489163765307981,0.0,0.0,0.0,0.0027445818826539905
Adva,2019,0.012603192635533228,0.3683900542140821,0.0015753990794416535,0.0,0.0,0.0015753990794416535,0.0,0.03308338066827472,0.00472619723832496,0.02205558711218315,0.0,0.01417859171497488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003150798158883307,0.0,0.002600400382687638,0.0,0.0,0.0,0.0,0.11657953187868235,0.0,0.0,0.0,0.0,0.0017336002551250921,0.0,0.0,0.0,0.009534801403188006,0.0,0.0015753990794416535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BangOlufsen,2019,0.006676614815646778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006676614815646778,0.020029844446940333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04005968889388067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020029844446940333,0.0,0.0,0.0,0.0,0.023220259381034093,0.04673630370952745,0.0,0.0,0.038700432301723486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020029844446940333,0.0,0.0,0.0,0.0,0.0
Barco,2019,0.01593802594213277,0.2781012556067377,0.0,0.0,0.007969012971066385,0.0,0.0,0.01593802594213277,0.051798584311931496,0.03984506485533192,0.0,0.0,0.006237343238042665,0.0,0.0,0.0,0.0,0.0,0.02390703891319915,0.0,0.0,0.0,0.027891545398732343,0.0,0.012243451504699144,0.008745322503356532,0.010494387004027838,0.0,0.0,0.011953519456599575,0.0,0.0,0.0,0.0,0.010494387004027838,0.0,0.0,0.0,0.0034981290013426126,0.0034981290013426126,0.0,0.007969012971066385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03586055836979873,0.0,0.0,0.0,0.0,0.003984506485533192
Bechtle,2019,0.003419767854886698,0.19342459145747695,0.0,0.0,0.0,0.003419767854886698,0.0,0.003419767854886698,0.0,0.003419767854886698,0.0,0.03419767854886698,0.0,0.0,0.0,0.0,0.0011652083822739575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017478125734109364,0.0011652083822739575,0.0,0.0,0.01709883927443349,0.08891396422705415,0.0,0.0,0.002330416764547915,0.0,0.0011652083822739575,0.0,0.0,0.0,0.002330416764547915,0.0,0.0,0.0,0.0,0.003419767854886698,0.0,0.0,0.0,0.0,0.0,0.0,0.041037214258640375,0.0,0.0,0.0,0.0,0.07865466066239406
